Job ID,Agency,Posting Type,# Of Positions,Business Title,Civil Service Title,Title Code No,Level,Salary Range From,Salary Range To,Salary Frequency,Posting Date
182154,CIVILIAN COMPLAINT REVIEW BD,Internal,8,Investigator Level 1,INVESTIGATOR (CCRB),31165,1,37290,56169,Annual,2/26/15 0:00
181511,DEPT OF ENVIRONMENT PROTECTION,External,1,ADMINISTRATIVE STAFF ANALYST,ADMINISTRATIVE STAFF ANALYST (,1002D,0,54740,146276,Annual,1/23/15 0:00
181516,DEPT OF ENVIRONMENT PROTECTION,Internal,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,3,81290,105464,Annual,1/23/15 0:00
181516,DEPT OF ENVIRONMENT PROTECTION,External,1,COMPUTER SPECIALIST (SOFTWARE),COMPUTER SPECIALIST (SOFTWARE),13632,3,81290,105464,Annual,1/23/15 0:00
181551,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Public Health Adviser, Bureau of Immunization",PUBLIC HEALTH ADVISER,51191,1,34368,44382,Annual,1/16/15 0:00
182174,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Data Analyst / NYC Supported Transition and Recovery Team (NYCSTART), Mental Health",CITY RESEARCH SCIENTIST,21744,2,66575,76561,Annual,1/26/15 0:00
182174,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Data Analyst / NYC Supported Transition and Recovery Team (NYCSTART), Mental Health",CITY RESEARCH SCIENTIST,21744,2,66575,76561,Annual,1/26/15 0:00
182235,DEPARTMENT OF FINANCE,External,1,"Assistant Commissioner, Office of Tax Audit",ASSISTANT COMMISSIONER (AUDIT),95322,M5,150000,150000,Annual,1/26/15 0:00
182235,DEPARTMENT OF FINANCE,Internal,1,"Assistant Commissioner, Office of Tax Audit",ASSISTANT COMMISSIONER (AUDIT),95322,M5,150000,150000,Annual,1/26/15 0:00
181551,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Public Health Adviser, Bureau of Immunization",PUBLIC HEALTH ADVISER,51191,1,34368,44382,Annual,1/16/15 0:00
181564,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Principal Administrative Associate,PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,58568,Annual,1/29/15 0:00
181564,DEPT OF CITYWIDE ADMIN SVCS,External,1,Principal Administrative Associate,PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,58568,Annual,1/29/15 0:00
181584,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,Principal Administrative Associate,PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,50000,Annual,1/22/15 0:00
182243,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Business Analyst, Bureau of Budget and Revenue",COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,1/26/15 0:00
182243,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Business Analyst, Bureau of Budget and Revenue",COMPUTER ASSOC (TECH SUPP),13611,1,43292,63036,Annual,1/26/15 0:00
182254,TAXI & LIMOUSINE COMMISSION,External,12,Prosecuting Attorney,AGENCY ATTORNEY INTERNE,30086,0,52482,63722,Annual,1/23/15 0:00
182254,TAXI & LIMOUSINE COMMISSION,Internal,12,Prosecuting Attorney,AGENCY ATTORNEY INTERNE,30086,0,52482,63722,Annual,1/23/15 0:00
182272,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Contract Manager, Bureau of Finance Administrative",ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,1/28/15 0:00
181584,DEPT OF CITYWIDE ADMIN SVCS,External,1,Principal Administrative Associate,PRINCIPAL ADMINISTRATIVE ASSOC,10124,1,39981,50000,Annual,1/22/15 0:00
181589,DEPT OF DESIGN & CONSTRUCTION,External,1,Design Technician,ENGINEERING TECHNICIAN,20113,3,43209,63658,Annual,3/18/15 0:00
181589,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Design Technician,ENGINEERING TECHNICIAN,20113,3,43209,63658,Annual,3/18/15 0:00
182272,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Contract Manager, Bureau of Finance Administrative",ADMINISTRATIVE STAFF ANALYST (,1002A,0,56937,88649,Annual,1/28/15 0:00
182275,DEPARTMENT OF PROBATION,External,1,Director of Behavioral Health Services,SENIOR CONSULTANT (PUBLIC HEAL,51638,0,62937,86837,Annual,2/4/15 0:00
182275,DEPARTMENT OF PROBATION,Internal,1,Director of Behavioral Health Services,SENIOR CONSULTANT (PUBLIC HEAL,51638,0,62937,86837,Annual,2/4/15 0:00
182283,DEPT OF INFO TECH & TELECOMM,External,1,MODA Policy Coordinator,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,2/11/15 0:00
182283,DEPT OF INFO TECH & TELECOMM,Internal,1,MODA Policy Coordinator,COMMUNITY ASSOCIATE,56057,0,33799,56249,Annual,2/11/15 0:00
182405,DEPT OF HEALTH/MENTAL HYGIENE,External,12,"Correctional Counselor, Bureau of Correctional Health Services",CORRECTIONAL COUNSELOR,51273,0,36577,56249,Annual,1/28/15 0:00
181632,DEPT OF CITYWIDE ADMIN SVCS,External,3,Administrative Procurement Analyst,ADMINISTRATIVE PROCUREMENT ANA,8297A,0,56667,70000,Annual,1/29/15 0:00
181632,DEPT OF CITYWIDE ADMIN SVCS,Internal,3,Administrative Procurement Analyst,ADMINISTRATIVE PROCUREMENT ANA,8297A,0,56667,70000,Annual,1/29/15 0:00
181637,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Medicaid Analyst,  Policy, Planning, and Strategic Data Use",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,1/16/15 0:00
182405,DEPT OF HEALTH/MENTAL HYGIENE,Internal,12,"Correctional Counselor, Bureau of Correctional Health Services",CORRECTIONAL COUNSELOR,51273,0,36577,56249,Annual,1/28/15 0:00
182411,DEPARTMENT OF FINANCE,Internal,1,Security Helpdesk Supervisor,COMPUTER ASSOC (OPERATIONS),13621,1,45174,62943,Annual,2/3/15 0:00
182411,DEPARTMENT OF FINANCE,External,1,Security Helpdesk Supervisor,COMPUTER ASSOC (OPERATIONS),13621,1,45174,62943,Annual,2/3/15 0:00
182413,DEPARTMENT OF FINANCE,Internal,1,Tivoli Workload Scheduler,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,2/25/15 0:00
182413,DEPARTMENT OF FINANCE,External,1,Tivoli Workload Scheduler,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,2/25/15 0:00
181637,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Medicaid Analyst,  Policy, Planning, and Strategic Data Use",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,1/16/15 0:00
181660,DEPT OF INFO TECH & TELECOMM,Internal,1,Lead Radio Frequency Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,1/30/15 0:00
182414,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Lead Business Analyst,  Informatics, IT Solutions and Delivery",COMPUTER SYSTEMS MANAGER,10050,M1,49492,90000,Annual,1/28/15 0:00
182414,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Lead Business Analyst,  Informatics, IT Solutions and Delivery",COMPUTER SYSTEMS MANAGER,10050,M1,49492,90000,Annual,1/28/15 0:00
182417,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"College Aide (1st year - 2nd Year Graduate), Bureau of Communicable Diseases",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,1/28/15 0:00
181660,DEPT OF INFO TECH & TELECOMM,External,1,Lead Radio Frequency Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,120000,Annual,1/30/15 0:00
181661,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Director, Asthma Counselor Program, District Public Health Harlem (Center for Health Equity)",SENIOR CONSULTANT (PUBLIC HEAL,51638,0,62937,86837,Annual,1/16/15 0:00
181661,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Director, Asthma Counselor Program, District Public Health Harlem (Center for Health Equity)",SENIOR CONSULTANT (PUBLIC HEAL,51638,0,62937,86837,Annual,1/16/15 0:00
181664,HOUSING PRESERVATION & DVLPMNT,External,1,Executive Human Resources Director,ADMINISTRATIVE STAFF ANALYST (,10026,M4,90000,110000,Annual,1/16/15 0:00
180957,FINANCIAL INFO SVCS AGENCY,Internal,1,LAN/NETWORK ENGINEER,COMPUTER SYSTEMS MANAGER,10050,M1,100000,120000,Annual,1/13/15 0:00
180957,FINANCIAL INFO SVCS AGENCY,External,1,LAN/NETWORK ENGINEER,COMPUTER SYSTEMS MANAGER,10050,M1,100000,120000,Annual,1/13/15 0:00
180964,DEPT OF HEALTH/MENTAL HYGIENE,Internal,11,"College Aide (1st year - 2nd Year Graduate Students), Bureau of Communicable Diseases",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,1/13/15 0:00
180964,DEPT OF HEALTH/MENTAL HYGIENE,External,11,"College Aide (1st year - 2nd Year Graduate Students), Bureau of Communicable Diseases",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,1/13/15 0:00
181664,HOUSING PRESERVATION & DVLPMNT,Internal,1,Executive Human Resources Director,ADMINISTRATIVE STAFF ANALYST (,10026,M4,90000,110000,Annual,1/16/15 0:00
181697,DEPT OF CITYWIDE ADMIN SVCS,External,2,Associate General Counsel,AGENCY ATTORNEY,30087,2,80000,90027,Annual,2/3/15 0:00
181697,DEPT OF CITYWIDE ADMIN SVCS,Internal,2,Associate General Counsel,AGENCY ATTORNEY,30087,2,80000,90027,Annual,2/3/15 0:00
181702,DEPARTMENT OF INVESTIGATION,External,3,Examining Attorney,EXAMINING ATTORNEY,30119,0,75000,82500,Annual,1/22/15 0:00
181011,DEPT OF INFO TECH & TELECOMM,External,1,Senior NetBackup Administrator,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,112400,Annual,1/13/15 0:00
181011,DEPT OF INFO TECH & TELECOMM,Internal,1,Senior NetBackup Administrator,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,112400,Annual,1/13/15 0:00
181059,HOUSING PRESERVATION & DVLPMNT,External,2,Resiliency Planner,COMMUNITY COORDINATOR,56058,0,47703,74049,Annual,1/13/15 0:00
181059,HOUSING PRESERVATION & DVLPMNT,Internal,2,Resiliency Planner,COMMUNITY COORDINATOR,56058,0,47703,74049,Annual,1/13/15 0:00
181219,CIVILIAN COMPLAINT REVIEW BD,External,1,APU Prosecutor,EXECUTIVE AGENCY COUNSEL,95005,M2,70000,90000,Annual,1/14/15 0:00
181219,CIVILIAN COMPLAINT REVIEW BD,Internal,1,APU Prosecutor,EXECUTIVE AGENCY COUNSEL,95005,M2,70000,90000,Annual,1/14/15 0:00
181702,DEPARTMENT OF INVESTIGATION,Internal,3,Examining Attorney,EXAMINING ATTORNEY,30119,0,75000,82500,Annual,1/22/15 0:00
181735,DEPT OF ENVIRONMENT PROTECTION,Internal,1,Associate Project Manager II,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,1/23/15 0:00
181735,DEPT OF ENVIRONMENT PROTECTION,External,1,Associate Project Manager II,ASSOCIATE PROJECT MANAGER,22427,2,65822,96470,Annual,1/23/15 0:00
181739,FINANCIAL INFO SVCS AGENCY,Internal,1,MAINFRAME SYSTEM PROGRAMMER,COMPUTER SYSTEMS MANAGER,10050,M1,90000,110000,Annual,1/20/15 0:00
181739,FINANCIAL INFO SVCS AGENCY,External,1,MAINFRAME SYSTEM PROGRAMMER,COMPUTER SYSTEMS MANAGER,10050,M1,90000,110000,Annual,1/20/15 0:00
181740,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Special Assistant, OPR Office of the Deputy Commissioner",ADMINISTRATIVE PUBLIC INFORMAT,10033,M1,49492,136198,Annual,1/20/15 0:00
181238,DEPT OF INFO TECH & TELECOMM,External,1,Radio Lead Test Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,2/6/15 0:00
181238,DEPT OF INFO TECH & TELECOMM,Internal,1,Radio Lead Test Engineer,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,2/6/15 0:00
181264,DEPT OF INFO TECH & TELECOMM,Internal,1,Accounts Payable Analyst,STAFF ANALYST TRAINEE,12749,0,35538,43317,Annual,1/20/15 0:00
181740,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Special Assistant, OPR Office of the Deputy Commissioner",ADMINISTRATIVE PUBLIC INFORMAT,10033,M1,49492,136198,Annual,1/20/15 0:00
181752,DEPT OF CITYWIDE ADMIN SVCS,External,1,AUTO MECHANIC,AUTO MECHANIC,92510,0,251,292,Daily,1/29/15 0:00
181752,DEPT OF CITYWIDE ADMIN SVCS,Internal,1,AUTO MECHANIC,AUTO MECHANIC,92510,0,251,292,Daily,1/29/15 0:00
181785,DEPT OF ENVIRONMENT PROTECTION,External,1,"Supervisor, EH&S Training  and Administration",ASSOCIATE STAFF ANALYST,12627,0,59536,88649,Annual,1/22/15 0:00
181264,DEPT OF INFO TECH & TELECOMM,External,1,Accounts Payable Analyst,STAFF ANALYST TRAINEE,12749,0,35538,43317,Annual,1/20/15 0:00
181269,DEPT OF INFO TECH & TELECOMM,Internal,1,SQL Database Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,3,81290,102000,Annual,2/3/15 0:00
181269,DEPT OF INFO TECH & TELECOMM,External,1,SQL Database Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,3,81290,102000,Annual,2/3/15 0:00
183148,DEPARTMENT OF BUILDINGS,Internal,10,Assistant Plan Examiner,ASSISTANT PLAN EXAMINER (BLDGS,22405,0,52606,65000,Annual,2/3/15 0:00
183148,DEPARTMENT OF BUILDINGS,External,10,Assistant Plan Examiner,ASSISTANT PLAN EXAMINER (BLDGS,22405,0,52606,65000,Annual,2/3/15 0:00
183155,DEPT OF ENVIRONMENT PROTECTION,Internal,1,COLLEGE AIDE,COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,2/12/15 0:00
183155,DEPT OF ENVIRONMENT PROTECTION,External,1,COLLEGE AIDE,COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,14,Hourly,2/12/15 0:00
182794,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Public Health Inspector, Bureau of Childcare",PUBLIC HEALTH SANITARIAN,31215,1,38436,44201,Annual,2/3/15 0:00
182796,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Procurement Liaison, Bureau of Food Safety and Community Sanitation",PROCUREMENT ANALYST,12158,1,35960,60993,Annual,2/3/15 0:00
182796,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Procurement Liaison, Bureau of Food Safety and Community Sanitation",PROCUREMENT ANALYST,12158,1,35960,60993,Annual,2/3/15 0:00
183174,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"eSHARE Technical Assistant, Bureau of HIV/AIDS Prevention and Control",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,2/4/15 0:00
183174,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"eSHARE Technical Assistant, Bureau of HIV/AIDS Prevention and Control",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,2/4/15 0:00
183194,DEPT OF INFO TECH & TELECOMM,External,1,Deputy Director of GIS,COMPUTER SYSTEMS MANAGER,10050,M1,49492,116120,Annual,2/20/15 0:00
183194,DEPT OF INFO TECH & TELECOMM,Internal,1,Deputy Director of GIS,COMPUTER SYSTEMS MANAGER,10050,M1,49492,116120,Annual,2/20/15 0:00
182803,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Director of Human Resources,ADMINISTRATIVE STAFF ANALYST (,1002E,0,60740,105000,Annual,1/30/15 0:00
182803,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Director of Human Resources,ADMINISTRATIVE STAFF ANALYST (,1002E,0,60740,105000,Annual,1/30/15 0:00
182823,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Nurse Practitioner, Bureau of Sexually Transmitted Disease Control",NURSE PRACTITIONER(DEPT HEALTH,6611,2,33,50,Hourly,1/30/15 0:00
182823,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Nurse Practitioner, Bureau of Sexually Transmitted Disease Control",NURSE PRACTITIONER(DEPT HEALTH,6611,2,33,50,Hourly,1/30/15 0:00
183626,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Syndromic Surveillance Analyst,  Bureau of Communicable Disease",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,2/10/15 0:00
183685,ADMIN TRIALS AND HEARINGS,External,1,Customer Service Representative,COMMUNITY SERVICE AIDE,52406,0,14,16,Hourly,2/25/15 0:00
183685,ADMIN TRIALS AND HEARINGS,Internal,1,Customer Service Representative,COMMUNITY SERVICE AIDE,52406,0,14,16,Hourly,2/25/15 0:00
183708,DEPT OF HEALTH/MENTAL HYGIENE,External,4,"Complaint Response Investigator, Bureau of Childcare",INVESTIGATOR,31105,0,36577,58403,Annual,2/11/15 0:00
182845,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Special Assistant, Bureau of Environmental Surveillance and Policy",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,1/30/15 0:00
182845,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Special Assistant, Bureau of Environmental Surveillance and Policy",CITY RESEARCH SCIENTIST,21744,2,66575,83555,Annual,1/30/15 0:00
182861,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Sector Coordinator- Community Preparedness Program, Bureau of Preparedness, Community Resilience and Response",HEALTH SERVICES MANAGER,10069,M1,49492,81000,Annual,2/16/15 0:00
183247,DEPT OF HEALTH/MENTAL HYGIENE,External,6,"College Aide, IB (Junior-Senior)-Bureau of Food Safety and Community Sanitation",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,11,Hourly,2/5/15 0:00
183247,DEPT OF HEALTH/MENTAL HYGIENE,Internal,6,"College Aide, IB (Junior-Senior)-Bureau of Food Safety and Community Sanitation",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,11,Hourly,2/5/15 0:00
183248,DEPT OF HEALTH/MENTAL HYGIENE,External,10,"College Aide, Freshman - Sophomore, Food Safety and Community Sanitation",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,10,Hourly,2/5/15 0:00
183248,DEPT OF HEALTH/MENTAL HYGIENE,Internal,10,"College Aide, Freshman - Sophomore, Food Safety and Community Sanitation",COLLEGE AIDE (ALL CITY DEPTS),10209,1,10,10,Hourly,2/5/15 0:00
182861,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Sector Coordinator- Community Preparedness Program, Bureau of Preparedness, Community Resilience and Response",HEALTH SERVICES MANAGER,10069,M1,49492,81000,Annual,2/16/15 0:00
182890,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,Budget Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,78000,90000,Annual,2/2/15 0:00
182890,DEPT OF HEALTH/MENTAL HYGIENE,External,1,Budget Director,ADMINISTRATIVE STAFF ANALYST (,1002D,0,78000,90000,Annual,2/2/15 0:00
182898,DEPARTMENT OF BUILDINGS,External,1,Energy Code Coordinator,ADMINISTRATIVE ENGINEER,10015,M1,49492,85000,Annual,1/30/15 0:00
182898,DEPARTMENT OF BUILDINGS,Internal,1,Energy Code Coordinator,ADMINISTRATIVE ENGINEER,10015,M1,49492,85000,Annual,1/30/15 0:00
182899,DEPARTMENT OF BUILDINGS,Internal,1,Energy Code Coordinator,ADMINISTRATIVE ARCHITECT,10004,M1,49492,85000,Annual,1/30/15 0:00
182899,DEPARTMENT OF BUILDINGS,External,1,Energy Code Coordinator,ADMINISTRATIVE ARCHITECT,10004,M1,49492,85000,Annual,1/30/15 0:00
183307,DEPARTMENT OF BUILDINGS,External,10,Plan Examiner,PLAN EXAMINER (BLDGS),22410,0,62023,75000,Annual,2/5/15 0:00
183307,DEPARTMENT OF BUILDINGS,Internal,10,Plan Examiner,PLAN EXAMINER (BLDGS),22410,0,62023,75000,Annual,2/5/15 0:00
183378,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Patient Services Associate, Bureau of Correctional Health Services",PUBLIC HEALTH ASSISTANT,81805,0,28249,42358,Annual,2/5/15 0:00
183378,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Patient Services Associate, Bureau of Correctional Health Services",PUBLIC HEALTH ASSISTANT,81805,0,28249,42358,Annual,2/5/15 0:00
183385,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Director of Clinical Management and Provider Communication, Bureau of HIV/AIDS Prevention and Control",AGENCY MEDICAL DIRECTOR,5304A,M3,60740,162014,Annual,2/5/15 0:00
183385,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Director of Clinical Management and Provider Communication, Bureau of HIV/AIDS Prevention and Control",AGENCY MEDICAL DIRECTOR,5304A,M3,60740,162014,Annual,2/5/15 0:00
182937,DEPT OF INFO TECH & TELECOMM,Internal,1,IT Security Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,2/25/15 0:00
182937,DEPT OF INFO TECH & TELECOMM,External,1,IT Security Specialist,COMPUTER SPECIALIST (SOFTWARE),13632,4,87203,110000,Annual,2/25/15 0:00
182955,DEPT OF PARKS & RECREATION,Internal,11,Climber & Pruner,CLIMBER & PRUNER,81303,0,56587,56587,Annual,2/6/15 0:00
182955,DEPT OF PARKS & RECREATION,Internal,11,Climber & Pruner,CLIMBER & PRUNER,81303,0,56587,56587,Annual,2/6/15 0:00
183413,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Director of Medical Informatics, Surveillance and Epidemiology, Bureau of Correctional Health Services",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,2/5/15 0:00
183413,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Director of Medical Informatics, Surveillance and Epidemiology, Bureau of Correctional Health Services",CITY RESEARCH SCIENTIST,21744,3,74478,97875,Annual,2/5/15 0:00
183438,DEPARTMENT OF BUILDINGS,External,1,Computer Service Technician,COMPUTER SERVICE TECHNICIAN (C,13615,2,39152,49786,Annual,2/25/15 0:00
183438,DEPARTMENT OF BUILDINGS,Internal,1,Computer Service Technician,COMPUTER SERVICE TECHNICIAN (C,13615,2,39152,49786,Annual,2/25/15 0:00
182955,DEPT OF PARKS & RECREATION,External,11,Climber & Pruner,CLIMBER & PRUNER,81303,0,56587,56587,Annual,2/6/15 0:00
182983,FINANCIAL INFO SVCS AGENCY,Internal,1,DATA CENTER COMPUTER ASSOCIATE,COMPUTER ASSOC (OPERATIONS),13621,1,45174,65823,Annual,2/3/15 0:00
182983,FINANCIAL INFO SVCS AGENCY,External,1,DATA CENTER COMPUTER ASSOCIATE,COMPUTER ASSOC (OPERATIONS),13621,1,45174,65823,Annual,2/3/15 0:00
182987,DEPT OF DESIGN & CONSTRUCTION,External,1,Administrative Assistant,STAFF ANALYST TRAINEE,12749,0,35538,49041,Annual,2/4/15 0:00
182987,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Administrative Assistant,STAFF ANALYST TRAINEE,12749,0,35538,49041,Annual,2/4/15 0:00
182989,DEPARTMENT OF INVESTIGATION,Internal,1,Staff Assistant,COMMUNITY ASSOCIATE,56057,0,33799,40000,Annual,2/2/15 0:00
183462,HOUSING PRESERVATION & DVLPMNT,External,1,"Deputy Director, Multifamily Disposition and Finance Programs (MDFP)",CITY PLANNER,22122,3,64626,82500,Annual,2/6/15 0:00
183462,HOUSING PRESERVATION & DVLPMNT,Internal,1,"Deputy Director, Multifamily Disposition and Finance Programs (MDFP)",CITY PLANNER,22122,3,64626,82500,Annual,2/6/15 0:00
183463,NYC HOUSING AUTHORITY,Internal,1,Deputy Director for Analysis and Reporting,ADMINISTRATIVE STAFF ANALYST (,1002E,0,105000,119000,Annual,4/10/15 0:00
183463,NYC HOUSING AUTHORITY,External,1,Deputy Director for Analysis and Reporting,ADMINISTRATIVE STAFF ANALYST (,1002E,0,105000,119000,Annual,4/10/15 0:00
182989,DEPARTMENT OF INVESTIGATION,External,1,Staff Assistant,COMMUNITY ASSOCIATE,56057,0,33799,40000,Annual,2/2/15 0:00
182994,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Researcher/Data Analyst, Bureau of Mental Health",CITY RESEARCH SCIENTIST,21744,2,66575,76561,Annual,2/3/15 0:00
182994,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Researcher/Data Analyst, Bureau of Mental Health",CITY RESEARCH SCIENTIST,21744,2,66575,76561,Annual,2/3/15 0:00
183481,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Pharmacy Assistant, Bureau of Correctional Health Services",PUBLIC HEALTH ASSISTANT,81805,0,28249,42358,Annual,2/9/15 0:00
183481,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Pharmacy Assistant, Bureau of Correctional Health Services",PUBLIC HEALTH ASSISTANT,81805,0,28249,42358,Annual,2/9/15 0:00
183483,DEPT OF DESIGN & CONSTRUCTION,External,1,Safety Accident Investigator,ADMINISTRATIVE PROJECT MANAGER,83008,M1,49492,136198,Annual,4/2/15 0:00
183483,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Safety Accident Investigator,ADMINISTRATIVE PROJECT MANAGER,83008,M1,49492,136198,Annual,4/2/15 0:00
183003,OFFICE OF EMERGENCY MANAGEMENT,External,3,Procurement Analyst,EMERGENCY PREPAREDNESS SPECIAL,6766,1,55000,65000,Annual,3/23/15 0:00
183003,OFFICE OF EMERGENCY MANAGEMENT,Internal,3,Procurement Analyst,EMERGENCY PREPAREDNESS SPECIAL,6766,1,55000,65000,Annual,3/23/15 0:00
183008,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Director of Treatment Services, Bureau of Mental Health",HEALTH SERVICES MANAGER,10069,M2,54740,115000,Annual,2/4/15 0:00
183008,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Director of Treatment Services, Bureau of Mental Health",HEALTH SERVICES MANAGER,10069,M2,54740,115000,Annual,2/4/15 0:00
183023,DEPT OF HEALTH/MENTAL HYGIENE,External,2,"Associate Correctional Counselor,  Bureau of Correctional Health Services",ASSOCIATE CORRECTIONAL COUNSEL,51274,1,45037,65706,Annual,2/4/15 0:00
183023,DEPT OF HEALTH/MENTAL HYGIENE,Internal,2,"Associate Correctional Counselor,  Bureau of Correctional Health Services",ASSOCIATE CORRECTIONAL COUNSEL,51274,1,45037,65706,Annual,2/4/15 0:00
183500,LAW DEPARTMENT,Internal,1,Facilities Central Supervisor,CLERICAL ASSOCIATE,10251,3,32086,51981,Annual,2/20/15 0:00
183506,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"City Research Scientist, Bureau of Maternal Infant and Reproductive Health",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,2/13/15 0:00
183506,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"City Research Scientist, Bureau of Maternal Infant and Reproductive Health",CITY RESEARCH SCIENTIST,21744,1,56555,68431,Annual,2/13/15 0:00
183039,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Assistant Director, Bureau of Veterinary and Pest Control Services",ADMINISTRATIVE PUBLIC HEALTH S,82989,M1,49492,136198,Annual,2/3/15 0:00
183039,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Assistant Director, Bureau of Veterinary and Pest Control Services",ADMINISTRATIVE PUBLIC HEALTH S,82989,M1,49492,136198,Annual,2/3/15 0:00
183058,DEPT OF DESIGN & CONSTRUCTION,Internal,1,Project Engineer (Geotechnical),CIVIL ENGINEER,20215,1,59743,86523,Annual,3/18/15 0:00
